OrderID,OrderDate,Region,Country,Category,Sub-Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD101876,2023-06-08,East,Japan,Office Supplies,Pens,Pens Model 506,4,103.11,0.0,412.44,24.45
ORD101444,2023-06-08,East,Japan,Technology,Accessories,Accessories Model 893,2,286.48,0.0,572.96,47.42
ORD101079,2023-06-08,South,India,Office Supplies,Pens,Pens Model 822,2,326.5,0.1,653.0,44.92
ORD101550,2023-06-09,Central,France,Technology,Accessories,Accessories Model 139,9,290.63,0.0,2615.67,269.57
ORD100494,2023-06-09,Central,France,Office Supplies,Pens,Pens Model 563,3,159.14,0.0,477.42,32.43
ORD100154,2023-06-09,Central,France,Office Supplies,Paper,Paper Model 178,3,289.66,0.0,868.98,52.22
ORD100274,2023-06-09,East,China,Office Supplies,Paper,Paper Model 666,3,164.99,0.0,494.97,26.83
ORD101460,2023-06-10,North,Norway,Furniture,Chairs,Chairs Model 731,2,298.98,0.0,597.96,34.54
ORD101981,2023-06-10,South,Australia,Office Supplies,Pens,Pens Model 922,8,74.87,0.05,598.96,103.5
ORD101168,2023-06-10,Central,France,Furniture,Chairs,Chairs Model 326,5,164.2,0.0,821.0,163.53
ORD100304,2023-06-10,Central,Germany,Technology,Accessories,Accessories Model 875,5,196.71,0.0,983.55,99.46
ORD100026,2023-06-10,Central,Germany,Furniture,Bookcases,Bookcases Model 877,4,110.23,0.0,440.92,28.63
ORD100361,2023-06-10,East,Japan,Technology,Accessories,Accessories Model 504,3,256.05,0.0,768.15,44.45
ORD100077,2023-06-11,West,USA,Technology,Phones,Phones Model 505,5,246.16,0.0,1230.8,87.2
ORD101724,2023-06-11,Central,Germany,Furniture,Tables,Tables Model 637,2,52.49,0.0,104.98,24.57
ORD101219,2023-06-11,South,Australia,Technology,Phones,Phones Model 835,1,168.28,0.0,168.28,10.88
ORD101929,2023-06-12,North,UK,Office Supplies,Binders,Binders Model 268,3,274.45,0.05,823.35,68.48
ORD100593,2023-06-12,East,China,Office Supplies,Paper,Paper Model 677,4,258.83,0.1,1035.32,107.55
ORD100301,2023-06-12,Central,Germany,Furniture,Chairs,Chairs Model 768,5,316.31,0.0,1581.55,306.02
ORD101725,2023-06-12,Central,France,Technology,Accessories,Accessories Model 299,4,266.87,0.0,1067.48,72.59
ORD101023,2023-06-14,Central,Germany,Furniture,Tables,Tables Model 559,2,210.85,0.0,421.7,83.25
ORD101248,2023-06-14,East,Japan,Office Supplies,Binders,Binders Model 362,6,275.52,0.0,1653.12,230.35
ORD101959,2023-06-14,West,USA,Furniture,Chairs,Chairs Model 501,4,94.48,0.1,377.92,36.26
ORD100613,2023-06-14,North,Norway,Furniture,Chairs,Chairs Model 609,1,311.27,0.0,311.27,71.29
ORD100795,2023-06-15,Central,Germany,Technology,Accessories,Accessories Model 745,2,69.3,0.0,138.6,27.38
ORD101774,2023-06-15,West,Canada,Furniture,Tables,Tables Model 438,3,325.4,0.0,976.2,54.48
ORD101806,2023-06-15,East,China,Office Supplies,Pens,Pens Model 952,6,28.52,0.0,171.12,29.47
ORD100048,2023-06-16,East,Japan,Furniture,Bookcases,Bookcases Model 531,2,68.35,0.0,136.7,8.54
ORD100632,2023-06-16,North,Norway,Furniture,Bookcases,Bookcases Model 803,2,134.05,0.1,268.1,27.89
ORD101601,2023-06-17,East,China,Office Supplies,Binders,Binders Model 554,5,238.24,0.0,1191.2,83.49
ORD101325,2023-06-17,Central,Germany,Office Supplies,Paper,Paper Model 814,4,236.46,0.1,945.84,21.32
ORD100606,2023-06-17,Central,France,Office Supplies,Binders,Binders Model 979,3,177.14,0.1,531.42,104.44
ORD100507,2023-06-17,South,Australia,Office Supplies,Pens,Pens Model 244,3,128.75,0.0,386.25,76.13
ORD100994,2023-06-17,Central,Germany,Office Supplies,Binders,Binders Model 853,3,400.37,0.0,1201.11,108.46
ORD101467,2023-06-19,Central,Germany,Technology,Accessories,Accessories Model 254,5,266.68,0.1,1333.4,167.0
ORD101565,2023-06-19,South,India,Office Supplies,Pens,Pens Model 355,2,306.12,0.1,612.24,43.3
ORD100607,2023-06-19,South,India,Office Supplies,Pens,Pens Model 708,3,479.66,0.0,1438.98,357.47
ORD101611,2023-06-19,South,India,Office Supplies,Paper,Paper Model 545,3,172.36,0.05,517.08,93.31
ORD101450,2023-06-20,West,USA,Furniture,Bookcases,Bookcases Model 888,3,183.06,0.0,549.18,89.18
ORD100150,2023-06-20,East,China,Office Supplies,Paper,Paper Model 491,2,165.44,0.05,330.88,54.9
ORD100341,2023-06-21,West,USA,Technology,Phones,Phones Model 855,3,280.89,0.0,842.67,171.69
ORD100992,2023-06-21,North,UK,Office Supplies,Binders,Binders Model 934,7,289.2,0.05,2024.4,284.91
ORD101387,2023-06-21,West,Canada,Furniture,Bookcases,Bookcases Model 979,5,316.68,0.0,1583.4,280.1
ORD100967,2023-06-22,East,Japan,Furniture,Chairs,Chairs Model 509,3,136.6,0.15,409.8,47.49
ORD100663,2023-06-22,East,Japan,Furniture,Chairs,Chairs Model 615,4,11.95,0.0,47.8,6.28
ORD100639,2023-06-22,North,UK,Technology,Accessories,Accessories Model 991,4,71.75,0.15,287.0,-1.24
ORD100604,2023-06-23,South,Australia,Furniture,Tables,Tables Model 245,6,345.16,0.0,2070.96,284.03
ORD101207,2023-06-24,Central,France,Technology,Computers,Computers Model 407,7,138.89,0.0,972.23,204.36
ORD100380,2023-06-25,North,Norway,Office Supplies,Paper,Paper Model 139,3,219.58,0.05,658.74,39.41
ORD101577,2023-06-25,North,UK,Technology,Phones,Phones Model 322,7,409.2,0.15,2864.4,404.43
ORD100728,2023-06-26,Central,Germany,Technology,Accessories,Accessories Model 275,2,266.53,0.0,533.06,40.14
ORD101169,2023-06-26,North,Norway,Office Supplies,Paper,Paper Model 915,2,174.07,0.05,348.14,10.38
ORD100560,2023-06-26,South,India,Furniture,Bookcases,Bookcases Model 948,4,300.89,0.0,1203.56,147.7
ORD101224,2023-06-27,North,UK,Office Supplies,Paper,Paper Model 995,5,104.66,0.0,523.3,81.1
ORD100701,2023-06-27,East,Japan,Technology,Phones,Phones Model 619,4,125.56,0.1,502.24,93.34
ORD101055,2023-06-28,West,USA,Technology,Accessories,Accessories Model 701,4,228.03,0.0,912.12,160.26
ORD101161,2023-06-28,South,India,Technology,Computers,Computers Model 643,1,148.96,0.05,148.96,28.48
ORD100483,2023-06-29,South,Australia,Technology,Phones,Phones Model 837,2,240.4,0.0,480.8,114.1
ORD101165,2023-06-29,South,India,Office Supplies,Pens,Pens Model 107,4,233.66,0.0,934.64,174.37
ORD100354,2023-06-30,East,China,Office Supplies,Paper,Paper Model 524,2,263.83,0.0,527.66,56.91
ORD100631,2023-07-01,Central,France,Office Supplies,Pens,Pens Model 932,6,192.72,0.0,1156.32,226.76
ORD101136,2023-07-01,East,Japan,Furniture,Tables,Tables Model 396,2,84.84,0.0,169.68,39.72
ORD101249,2023-07-01,East,China,Furniture,Chairs,Chairs Model 751,3,18.62,0.0,55.86,8.46
ORD101162,2023-07-01,North,Norway,Office Supplies,Paper,Paper Model 978,4,303.02,0.0,1212.08,272.93
ORD101451,2023-07-02,Central,France,Office Supplies,Paper,Paper Model 161,1,247.37,0.0,247.37,45.21
ORD100817,2023-07-02,East,Japan,Furniture,Chairs,Chairs Model 654,7,152.25,0.1,1065.75,91.1
ORD100230,2023-07-03,South,India,Office Supplies,Paper,Paper Model 412,2,167.09,0.05,334.18,34.97
ORD100804,2023-07-03,East,China,Office Supplies,Paper,Paper Model 757,1,16.59,0.0,16.59,3.0
ORD101997,2023-07-03,North,UK,Technology,Phones,Phones Model 605,5,240.36,0.0,1201.8,136.21
ORD101994,2023-07-04,East,China,Office Supplies,Pens,Pens Model 880,4,248.28,0.1,993.12,192.52
ORD100588,2023-07-05,South,India,Technology,Phones,Phones Model 846,4,10.49,0.0,41.96,2.36
ORD101897,2023-07-05,North,Norway,Office Supplies,Binders,Binders Model 280,2,342.85,0.0,685.7,118.34
ORD100242,2023-07-06,South,India,Furniture,Tables,Tables Model 930,4,185.51,0.05,742.04,47.26
ORD101506,2023-07-06,East,Japan,Furniture,Tables,Tables Model 903,4,141.47,0.0,565.88,36.76
ORD101349,2023-07-06,North,Norway,Furniture,Chairs,Chairs Model 581,4,121.27,0.0,485.08,107.15
ORD100092,2023-07-07,North,Norway,Furniture,Tables,Tables Model 224,4,202.15,0.0,808.6,138.57
ORD101447,2023-07-07,North,Norway,Office Supplies,Pens,Pens Model 714,3,375.29,0.05,1125.87,78.63
ORD100453,2023-07-08,West,Canada,Office Supplies,Pens,Pens Model 518,8,8.39,0.0,67.12,12.8
ORD100038,2023-07-09,East,China,Furniture,Tables,Tables Model 282,2,124.85,0.0,249.7,26.16
ORD100651,2023-07-09,South,India,Office Supplies,Binders,Binders Model 271,8,54.29,0.0,434.32,71.89
ORD100173,2023-07-09,North,Norway,Office Supplies,Binders,Binders Model 534,3,155.36,0.0,466.08,40.24
ORD100404,2023-07-09,South,India,Furniture,Bookcases,Bookcases Model 660,7,172.72,0.05,1209.04,250.32
ORD100545,2023-07-09,East,China,Technology,Phones,Phones Model 860,5,333.9,0.0,1669.5,98.13
ORD100359,2023-07-10,South,Australia,Office Supplies,Pens,Pens Model 244,4,263.02,0.0,1052.08,115.28
ORD100653,2023-07-10,Central,Germany,Technology,Computers,Computers Model 407,3,238.9,0.05,716.7,72.14
ORD101613,2023-07-10,South,Australia,Technology,Computers,Computers Model 949,5,195.76,0.0,978.8,110.66
ORD100337,2023-07-11,East,Japan,Technology,Computers,Computers Model 873,4,34.43,0.0,137.72,21.45
ORD100024,2023-07-11,South,India,Technology,Computers,Computers Model 124,3,47.19,0.0,141.57,29.07
ORD101666,2023-07-11,North,UK,Furniture,Chairs,Chairs Model 779,8,262.04,0.1,2096.32,329.69
ORD100890,2023-07-11,South,India,Technology,Phones,Phones Model 808,6,329.09,0.0,1974.54,157.77
ORD100538,2023-07-11,Central,Germany,Technology,Computers,Computers Model 310,4,56.1,0.15,224.4,0.44
ORD101208,2023-07-13,Central,Germany,Office Supplies,Paper,Paper Model 222,6,241.06,0.05,1446.36,314.46
ORD100610,2023-07-13,North,Norway,Office Supplies,Binders,Binders Model 772,3,142.05,0.0,426.15,75.94
ORD101805,2023-07-13,East,Japan,Office Supplies,Paper,Paper Model 987,7,126.37,0.0,884.59,105.09
ORD100962,2023-07-13,South,Australia,Technology,Accessories,Accessories Model 695,4,125.49,0.0,501.96,96.39
ORD100311,2023-07-14,West,USA,Technology,Computers,Computers Model 598,1,160.16,0.0,160.16,9.22
ORD101563,2023-07-14,South,Australia,Technology,Phones,Phones Model 982,3,35.75,0.0,107.25,20.42
ORD100825,2023-07-14,South,India,Office Supplies,Paper,Paper Model 541,3,98.15,0.05,294.45,56.25
ORD100824,2023-07-14,West,USA,Technology,Computers,Computers Model 247,1,169.41,0.0,169.41,23.76
ORD100525,2023-07-15,East,Japan,Office Supplies,Paper,Paper Model 464,4,217.8,0.0,871.2,159.19
ORD101073,2023-07-15,South,India,Office Supplies,Paper,Paper Model 749,5,226.46,0.0,1132.3,269.93
ORD101662,2023-07-15,North,UK,Office Supplies,Pens,Pens Model 621,4,322.56,0.0,1290.24,278.92
ORD100422,2023-07-15,South,India,Furniture,Bookcases,Bookcases Model 819,5,342.7,0.0,1713.5,140.39
ORD100236,2023-07-17,East,Japan,Technology,Computers,Computers Model 413,3,141.0,0.0,423.0,41.03
ORD101051,2023-07-17,West,Canada,Technology,Accessories,Accessories Model 633,4,160.91,0.15,643.64,55.98
ORD101978,2023-07-17,South,Australia,Office Supplies,Binders,Binders Model 430,5,162.7,0.0,813.5,116.71
ORD101742,2023-07-18,Central,France,Technology,Computers,Computers Model 577,4,129.6,0.0,518.4,47.52
ORD101410,2023-07-19,South,Australia,Office Supplies,Paper,Paper Model 141,2,39.79,0.15,79.58,13.08
ORD100707,2023-07-20,South,India,Office Supplies,Pens,Pens Model 645,4,102.23,0.0,408.92,82.66
ORD101368,2023-07-20,East,Japan,Office Supplies,Binders,Binders Model 286,7,189.54,0.0,1326.78,249.47
ORD101296,2023-07-20,East,Japan,Office Supplies,Paper,Paper Model 243,3,350.88,0.0,1052.64,132.83
ORD100118,2023-07-20,South,Australia,Technology,Computers,Computers Model 894,2,38.71,0.0,77.42,10.61
ORD100240,2023-07-20,West,USA,Furniture,Chairs,Chairs Model 619,3,326.3,0.0,978.9,90.28
ORD101144,2023-07-21,West,USA,Technology,Phones,Phones Model 497,7,497.28,0.0,3480.96,545.99
ORD100078,2023-07-21,South,India,Technology,Computers,Computers Model 261,5,330.98,0.0,1654.9,238.19
ORD100229,2023-07-22,South,India,Furniture,Chairs,Chairs Model 293,4,63.18,0.15,252.72,4.82
ORD100667,2023-07-22,West,Canada,Furniture,Bookcases,Bookcases Model 613,4,180.44,0.05,721.76,60.48
ORD100470,2023-07-23,Central,Germany,Technology,Accessories,Accessories Model 771,7,48.95,0.0,342.65,50.2
ORD101958,2023-07-23,North,Norway,Technology,Accessories,Accessories Model 839,3,330.83,0.05,992.49,75.27
ORD100812,2023-07-24,South,Australia,Office Supplies,Pens,Pens Model 944,7,153.07,0.1,1071.49,51.48
ORD100064,2023-07-25,South,Australia,Furniture,Tables,Tables Model 465,4,188.05,0.15,752.2,81.68
ORD101983,2023-07-25,East,Japan,Office Supplies,Paper,Paper Model 248,5,199.14,0.05,995.7,111.26
ORD101751,2023-07-25,West,Canada,Office Supplies,Paper,Paper Model 736,6,277.78,0.1,1666.68,209.34
ORD100137,2023-07-26,East,China,Office Supplies,Paper,Paper Model 347,5,311.69,0.0,1558.45,97.04
ORD100780,2023-07-26,East,Japan,Office Supplies,Paper,Paper Model 126,1,270.74,0.0,270.74,39.97
ORD101872,2023-07-26,West,USA,Furniture,Tables,Tables Model 176,3,178.73,0.0,536.19,105.97
ORD100279,2023-07-27,Central,France,Office Supplies,Pens,Pens Model 543,2,338.26,0.0,676.52,137.47
ORD101835,2023-07-27,West,Canada,Technology,Phones,Phones Model 588,2,405.79,0.0,811.58,107.48
ORD101729,2023-07-27,West,USA,Technology,Accessories,Accessories Model 745,3,452.58,0.0,1357.74,156.55
ORD101289,2023-07-28,South,India,Technology,Computers,Computers Model 582,4,409.77,0.15,1639.08,137.2
ORD101155,2023-07-29,East,Japan,Office Supplies,Binders,Binders Model 529,3,103.63,0.0,310.89,61.66
ORD101674,2023-07-29,West,Canada,Technology,Phones,Phones Model 111,3,288.68,0.05,866.04,166.21
ORD101112,2023-07-29,North,UK,Office Supplies,Binders,Binders Model 500,6,104.06,0.0,624.36,132.35
ORD100904,2023-07-31,Central,France,Technology,Accessories,Accessories Model 239,8,425.07,0.0,3400.56,661.38
ORD100666,2023-08-01,North,UK,Furniture,Bookcases,Bookcases Model 280,4,97.83,0.0,391.32,94.12
ORD101782,2023-08-02,Central,France,Furniture,Chairs,Chairs Model 784,7,145.91,0.0,1021.37,248.34
ORD100852,2023-08-02,Central,Germany,Furniture,Tables,Tables Model 528,5,83.32,0.0,416.6,36.83
ORD100010,2023-08-03,West,Canada,Furniture,Tables,Tables Model 874,4,581.91,0.05,2327.64,359.2
ORD100594,2023-08-03,East,China,Office Supplies,Paper,Paper Model 544,3,221.73,0.1,665.19,115.3
ORD101190,2023-08-03,West,USA,Office Supplies,Paper,Paper Model 314,6,145.74,0.0,874.44,126.39
ORD100875,2023-08-04,North,UK,Office Supplies,Paper,Paper Model 169,5,47.6,0.0,238.0,26.23
ORD101989,2023-08-04,Central,France,Office Supplies,Pens,Pens Model 523,2,18.29,0.0,36.58,4.32
ORD101548,2023-08-04,West,USA,Technology,Computers,Computers Model 483,7,343.72,0.0,2406.04,135.1
ORD101598,2023-08-04,Central,France,Office Supplies,Paper,Paper Model 298,3,299.68,0.0,899.04,70.9
ORD101081,2023-08-04,South,India,Technology,Computers,Computers Model 359,7,344.24,0.0,2409.68,543.06
ORD101402,2023-08-04,East,Japan,Furniture,Bookcases,Bookcases Model 671,6,315.51,0.1,1893.06,283.71
ORD100551,2023-08-05,West,Canada,Furniture,Tables,Tables Model 370,3,167.61,0.05,502.83,110.38
ORD101377,2023-08-05,South,India,Office Supplies,Paper,Paper Model 358,2,177.43,0.1,354.86,24.69
ORD100731,2023-08-05,South,India,Technology,Accessories,Accessories Model 358,3,400.79,0.05,1202.37,166.3
ORD101992,2023-08-05,South,Australia,Office Supplies,Binders,Binders Model 800,2,177.87,0.0,355.74,84.28
ORD100091,2023-08-05,Central,Germany,Technology,Computers,Computers Model 254,4,140.69,0.0,562.76,44.69
ORD100624,2023-08-05,South,Australia,Office Supplies,Binders,Binders Model 430,5,310.9,0.05,1554.5,158.92
ORD100471,2023-08-06,Central,France,Furniture,Tables,Tables Model 883,6,212.16,0.0,1272.96,168.24
ORD101109,2023-08-06,East,China,Office Supplies,Paper,Paper Model 411,4,237.61,0.05,950.44,57.44
ORD101531,2023-08-06,West,USA,Technology,Computers,Computers Model 810,2,128.9,0.15,257.8,21.99
ORD100133,2023-08-06,East,China,Furniture,Chairs,Chairs Model 989,4,110.34,0.0,441.36,85.55
ORD100214,2023-08-08,South,India,Furniture,Chairs,Chairs Model 546,5,319.64,0.0,1598.2,189.04
ORD100342,2023-08-08,East,Japan,Office Supplies,Pens,Pens Model 837,4,300.53,0.0,1202.12,84.28
ORD100641,2023-08-08,West,USA,Furniture,Tables,Tables Model 433,4,50.0,0.0,200.0,11.35
ORD100465,2023-08-08,Central,France,Furniture,Tables,Tables Model 281,3,234.01,0.05,702.03,86.76
ORD101659,2023-08-10,South,Australia,Furniture,Chairs,Chairs Model 467,4,161.14,0.1,644.56,54.03
ORD101212,2023-08-10,South,Australia,Office Supplies,Pens,Pens Model 679,5,131.26,0.0,656.3,43.15
ORD101644,2023-08-11,South,Australia,Technology,Phones,Phones Model 462,3,49.13,0.05,147.39,21.61
ORD100484,2023-08-11,Central,Germany,Technology,Computers,Computers Model 348,2,253.64,0.0,507.28,63.03
ORD101996,2023-08-11,West,Canada,Furniture,Chairs,Chairs Model 905,3,89.88,0.0,269.64,42.4
ORD101819,2023-08-11,East,China,Office Supplies,Paper,Paper Model 562,5,563.24,0.0,2816.2,451.46
ORD100590,2023-08-11,East,Japan,Furniture,Bookcases,Bookcases Model 126,4,17.95,0.0,71.8,11.73
ORD100950,2023-08-11,South,India,Office Supplies,Paper,Paper Model 129,4,388.64,0.0,1554.56,129.68
ORD101436,2023-08-11,South,India,Furniture,Bookcases,Bookcases Model 383,2,243.54,0.05,487.08,73.88
ORD100726,2023-08-12,Central,Germany,Office Supplies,Paper,Paper Model 621,3,331.1,0.1,993.3,25.33
ORD101655,2023-08-12,South,India,Technology,Computers,Computers Model 947,3,404.93,0.0,1214.79,267.16
ORD101636,2023-08-12,West,USA,Technology,Phones,Phones Model 736,2,333.0,0.0,666.0,43.61
ORD101587,2023-08-12,West,Canada,Technology,Accessories,Accessories Model 882,5,127.77,0.05,638.85,143.06
ORD100188,2023-08-13,East,China,Office Supplies,Pens,Pens Model 414,5,200.98,0.1,1004.9,167.38
ORD100216,2023-08-13,South,Australia,Office Supplies,Pens,Pens Model 934,2,366.03,0.0,732.06,141.6
ORD101046,2023-08-13,West,USA,Office Supplies,Binders,Binders Model 822,2,209.51,0.05,419.02,28.52
ORD101800,2023-08-13,East,Japan,Furniture,Chairs,Chairs Model 788,1,233.98,0.0,233.98,54.08
ORD100974,2023-08-13,North,Norway,Technology,Computers,Computers Model 112,4,376.19,0.05,1504.76,181.92
ORD100174,2023-08-13,South,India,Furniture,Chairs,Chairs Model 148,2,155.78,0.15,311.56,27.05
ORD101516,2023-08-14,Central,France,Office Supplies,Paper,Paper Model 612,2,183.68,0.0,367.36,40.04
ORD101274,2023-08-14,South,Australia,Office Supplies,Paper,Paper Model 520,6,43.11,0.0,258.66,42.42
ORD101572,2023-08-14,West,Canada,Office Supplies,Binders,Binders Model 313,4,170.46,0.05,681.84,70.91
ORD100328,2023-08-14,Central,Germany,Technology,Computers,Computers Model 454,6,156.27,0.0,937.62,58.6
ORD101530,2023-08-14,North,Norway,Office Supplies,Binders,Binders Model 869,2,219.86,0.05,439.72,88.22
ORD100293,2023-08-15,East,China,Technology,Computers,Computers Model 720,4,283.68,0.0,1134.72,260.39
ORD100670,2023-08-15,West,Canada,Office Supplies,Pens,Pens Model 893,7,17.64,0.0,123.48,14.31
ORD101682,2023-08-15,West,Canada,Office Supplies,Binders,Binders Model 362,1,403.02,0.0,403.02,96.21
ORD101350,2023-08-15,North,UK,Office Supplies,Binders,Binders Model 981,3,410.04,0.0,1230.12,96.65
ORD101080,2023-08-16,South,Australia,Furniture,Bookcases,Bookcases Model 279,1,206.05,0.0,206.05,14.85
ORD100913,2023-08-16,North,Norway,Technology,Computers,Computers Model 536,3,317.94,0.0,953.82,129.23
ORD101385,2023-08-17,West,USA,Office Supplies,Binders,Binders Model 201,2,316.19,0.0,632.38,53.95
ORD100948,2023-08-17,West,Canada,Office Supplies,Pens,Pens Model 902,4,421.46,0.0,1685.84,204.14
ORD100668,2023-08-17,South,Australia,Furniture,Bookcases,Bookcases Model 428,2,146.13,0.05,292.26,53.92
ORD100781,2023-08-17,South,Australia,Technology,Phones,Phones Model 360,5,429.97,0.05,2149.85,294.48
ORD101019,2023-08-17,East,China,Technology,Accessories,Accessories Model 281,5,259.6,0.05,1298.0,156.35
ORD101233,2023-08-17,South,Australia,Technology,Phones,Phones Model 541,6,222.59,0.05,1335.54,143.97
ORD101930,2023-08-17,West,USA,Furniture,Chairs,Chairs Model 123,3,26.21,0.0,78.63,12.15
ORD100602,2023-08-18,North,Norway,Furniture,Tables,Tables Model 243,1,8.32,0.1,8.32,0.85
ORD100322,2023-08-18,South,Australia,Technology,Accessories,Accessories Model 700,2,43.51,0.0,87.02,14.96
ORD100148,2023-08-19,West,Canada,Office Supplies,Pens,Pens Model 382,6,98.96,0.0,593.76,110.15
ORD100897,2023-08-19,South,Australia,Furniture,Tables,Tables Model 798,3,111.84,0.1,335.52,30.94
ORD100172,2023-08-19,South,India,Office Supplies,Paper,Paper Model 192,6,250.06,0.1,1500.36,139.93
ORD101064,2023-08-19,East,Japan,Furniture,Tables,Tables Model 807,2,135.23,0.0,270.46,29.78
ORD100114,2023-08-19,East,China,Technology,Accessories,Accessories Model 997,5,355.64,0.0,1778.2,137.49
ORD101923,2023-08-19,South,India,Office Supplies,Pens,Pens Model 989,2,139.34,0.0,278.68,33.43
ORD100676,2023-08-21,South,India,Office Supplies,Binders,Binders Model 208,3,272.15,0.0,816.45,51.21
ORD101654,2023-08-21,South,Australia,Furniture,Bookcases,Bookcases Model 134,3,313.15,0.0,939.45,142.29
ORD100841,2023-08-21,Central,Germany,Office Supplies,Paper,Paper Model 636,1,378.33,0.05,378.33,30.95
ORD100564,2023-08-21,West,USA,Furniture,Tables,Tables Model 578,5,159.71,0.05,798.55,172.59
ORD101641,2023-08-21,North,Norway,Office Supplies,Paper,Paper Model 564,3,339.52,0.0,1018.56,184.72
ORD100909,2023-08-21,Central,France,Office Supplies,Binders,Binders Model 370,3,196.74,0.0,590.22,99.52
ORD100196,2023-08-21,East,Japan,Furniture,Chairs,Chairs Model 183,7,47.76,0.0,334.32,33.86
ORD100276,2023-08-21,North,UK,Office Supplies,Pens,Pens Model 393,5,90.85,0.0,454.25,74.85
ORD100189,2023-08-22,Central,Germany,Technology,Accessories,Accessories Model 174,4,317.3,0.05,1269.2,101.61
ORD101298,2023-08-23,East,China,Office Supplies,Paper,Paper Model 644,5,89.76,0.0,448.8,52.7
ORD100595,2023-08-23,West,Canada,Office Supplies,Pens,Pens Model 598,3,82.01,0.05,246.03,18.4
ORD100775,2023-08-24,South,Australia,Technology,Computers,Computers Model 374,3,241.9,0.0,725.7,128.86
ORD101754,2023-08-24,North,UK,Office Supplies,Binders,Binders Model 951,5,245.4,0.1,1227.0,220.24
ORD101007,2023-08-24,West,Canada,Office Supplies,Paper,Paper Model 482,4,286.74,0.0,1146.96,110.01
ORD100451,2023-08-25,East,Japan,Technology,Accessories,Accessories Model 862,5,238.23,0.0,1191.15,200.32
ORD101293,2023-08-25,Central,France,Furniture,Tables,Tables Model 884,8,299.03,0.0,2392.24,474.66
ORD101902,2023-08-25,South,India,Technology,Computers,Computers Model 303,1,29.47,0.1,29.47,2.63
ORD100727,2023-08-27,East,China,Office Supplies,Paper,Paper Model 923,5,211.77,0.0,1058.85,78.43
ORD101483,2023-08-27,East,Japan,Furniture,Tables,Tables Model 904,6,384.57,0.05,2307.42,77.44
ORD101232,2023-08-27,West,USA,Office Supplies,Paper,Paper Model 899,4,46.5,0.1,186.0,11.67
ORD100853,2023-08-27,South,India,Office Supplies,Pens,Pens Model 731,4,14.86,0.0,59.44,13.6
ORD100143,2023-08-29,West,USA,Furniture,Chairs,Chairs Model 576,2,233.06,0.05,466.12,26.32
ORD100054,2023-08-30,West,USA,Technology,Accessories,Accessories Model 695,4,184.68,0.0,738.72,145.15
ORD101988,2023-08-30,North,UK,Furniture,Chairs,Chairs Model 792,2,194.65,0.0,389.3,27.0
ORD101664,2023-08-30,West,USA,Technology,Accessories,Accessories Model 507,1,147.81,0.0,147.81,32.53
ORD101798,2023-08-30,North,Norway,Office Supplies,Pens,Pens Model 665,2,54.85,0.1,109.7,7.73
ORD100719,2023-08-30,East,Japan,Office Supplies,Binders,Binders Model 459,4,89.97,0.05,359.88,38.58
ORD101525,2023-08-31,North,Norway,Technology,Computers,Computers Model 246,1,310.93,0.0,310.93,53.53
ORD100156,2023-08-31,East,Japan,Technology,Computers,Computers Model 518,5,232.99,0.15,1164.95,24.27
ORD100945,2023-08-31,West,Canada,Furniture,Tables,Tables Model 594,4,511.03,0.0,2044.12,455.92
ORD101849,2023-08-31,Central,Germany,Technology,Computers,Computers Model 611,4,231.9,0.15,927.6,85.0
ORD101150,2023-09-01,Central,France,Technology,Computers,Computers Model 269,4,151.68,0.0,606.72,110.04
ORD101363,2023-09-01,Central,France,Technology,Computers,Computers Model 901,5,418.04,0.0,2090.2,443.07
ORD100042,2023-09-01,Central,Germany,Office Supplies,Pens,Pens Model 207,4,168.65,0.1,674.6,27.53
ORD101479,2023-09-02,Central,Germany,Technology,Computers,Computers Model 558,7,221.49,0.0,1550.43,258.87
ORD101898,2023-09-03,West,Canada,Technology,Accessories,Accessories Model 151,3,286.8,0.1,860.4,22.96
ORD100379,2023-09-03,South,Australia,Technology,Phones,Phones Model 183,2,372.4,0.0,744.8,122.0
ORD100227,2023-09-04,South,India,Furniture,Bookcases,Bookcases Model 711,3,169.01,0.0,507.03,69.79
ORD100457,2023-09-04,West,Canada,Technology,Phones,Phones Model 897,3,477.37,0.05,1432.11,266.59
ORD100849,2023-09-06,South,India,Office Supplies,Pens,Pens Model 245,3,319.71,0.05,959.13,165.54
ORD100794,2023-09-06,North,Norway,Office Supplies,Binders,Binders Model 485,6,373.02,0.1,2238.12,354.39
ORD101889,2023-09-07,Central,France,Technology,Phones,Phones Model 648,5,292.71,0.15,1463.55,152.3
ORD101425,2023-09-07,South,Australia,Technology,Accessories,Accessories Model 556,4,576.14,0.0,2304.56,260.03
ORD100768,2023-09-07,East,China,Office Supplies,Binders,Binders Model 274,6,360.94,0.0,2165.64,203.26
ORD101968,2023-09-08,North,UK,Office Supplies,Pens,Pens Model 532,4,278.73,0.0,1114.92,76.93
ORD101830,2023-09-08,South,Australia,Furniture,Chairs,Chairs Model 871,4,12.02,0.0,48.08,7.35
ORD100720,2023-09-08,West,USA,Office Supplies,Binders,Binders Model 980,5,29.13,0.0,145.65,14.28
ORD101470,2023-09-08,East,Japan,Furniture,Tables,Tables Model 336,2,464.71,0.0,929.42,184.12
ORD101576,2023-09-08,North,Norway,Furniture,Tables,Tables Model 895,3,15.62,0.0,46.86,5.37
